speakerA_name,speakerB_name,speakerA-1,speakerB-2,speakerA-3,speakerB-4,speakerA-5
Andriy,Franky Jonathan,Lu sendiri sekarang kerjaannya apa?,"Nah dulu pas sebelum kena tipu itu kan, saya ada PC segala macem. Saya masih suka live streaming tentang game dan bikin konten. Tapi semenjak udah gak ada PC jadi kayak susah
",Karena PCnya lo jual?,"Karena PCnya gue jual, PC sama HP",Buat itu? bayarin pinjol
Andriy,Franky Jonathan,Total kerugian berapa lu tau gak?,"Total kerugiannya kurang lebih 12 miliar
","Oh ini semua orang atau?
",Itu yang paguyuban doang,Paguyuban doang? tapi kita belum taun yang lain-lain nih
Abraham Samad,Budi Setyarso,Sehat mas Budi?,"Sehat, alhamdulillah",Walaupun Tempo mendapat teror intimidasi ya?,"Ya, demikian. Kita beberapa hari terakhir menjadi perhatian publik karena ada teror, dua kali setidaknya ya.
",Teror
Abraham Samad,Budi Setyarso,"Mas Budi, kalau Mas Budi lihat, ini kan sudah rentetan nih teror, dan kemarin yang paling parah nih menurut saya ya, karena tiba-tiba ada kepala babi, kemudian ada tikus. Bisa enggak Mas Budi memberikan sedikit penjelasan?","Nah itu terus terang pertama harus disclaimer dulu memang kita belum bisa mengambil kesimpulan apa-apa, dugaan apa-apa. Tapi dalam sepekan terakhir itu ada satu narasi yang digulirkan di media sosial, tentu dengan akun-akun baru gitu ya.
",Para buzzer nih,"Kita enggak tahu, tapi itu akun-akun baru dengan font-font yang tebel-tebel kurang lebih gitu ya. Bahkan hoax juga, itu menyebut adalah Tempo adalah antek asing.
",Ini isu dari dulu ya?
Abraham Samad,Budi Setyarso,Serangan terhadap kebebasan pers?,"Serangan kepada kebebasan pers gitu. Ya kita tahu kan, pers yang bebas, yang independen itu akan membuat ya banyak pihak tidak nyaman ya. Sehingga ancaman kepada Tempo itu adalah ancaman buat semua, buat pers.
",Jadi ancaman terhadap kebebasan,"Kebebasan berpendapat, satu pilar yang penting sekali buat pemerintahan yang bersih dan pemerintahan yang bersih gitu. Good governance gitu kan memang harus diamati.",Iya
Abraham Samad,Budi Setyarso,"Jadi, berarti apa yang dialami Tempo ini kita tidak boleh menyederhanakan. ",Harusnya begitu,"Kalau ini hanya serangan terhadap Tempo, Tempo ansi atau personil Tempo, tapi serangan terhadap dunia pers ya.","Iya, iya, iya",Serangan terhadap kebebasan orang untuk berpendapat sekaligus kebebasan pers ya.
Budi Setyarso,Abraham Samad,Dan saya mungkin tadi mengasih penjelasan sedikit kenapa sih tempo kayak setiap saat selalu..,Di teror?,"Bukan, selalu kritis gitu ya dan ini kan kalau pengirim pesan mereka berharap bahwa tempo akan mengubah sikapnya menjadi lebih lunak misalnya.",Lebih lembut,"Lebih lembut, saya pastikan itu tidak akan terjadi gitu. Kenapa? Karena memang Tempo itu dibangun dari sistem"
Budi Setyarso,Abraham Samad,"Contoh aja, ada seorang tokoh publik yang kita tahu ini dia ada perempuan simpanannya gitu lah ya. Kita ada identitasnya, namanya, alamatnya, backgroundnya ada. Tapi di rapat ketika itu diusulkan, kita langsung cut. Nggak bisa, ini adalah wilayah private seseorang. Dia nggak ada kaitannya dengan",Dengan kepentingan publik?,"Kepentingan publik, ya affair itu kan nggak ada kepentingan publik. ",Kecuali affairnya itu merugikan publik ya?,"Ya, kecuali dia menggunakan dana APBN untuk menghidupi perempuan-perempuan simpanannya gitu ya."
Andri,Awan Prasetyo,Selamat datang di Mursroom kerja terus mati belakangan. Bersama gue Andri. Gue kedatangan seorang ini. Kalai bida dibilang ya ini adalah sosok dibalik suksesnya Vindes ini nih,Amin mas Amin,"Awan Prasetro general manager, General manager dari Vindes Corp",Siap mas Andri,Apa kabar bro
Andri,Awan Prasetyo,Ini Vindes Corp ini berarti udah gede banget nih ya,"Alah-alah aja biar keren kayak CT Corp gitu-gitu, Trans Corp","Kalau di DC Comic tuh kayak Luthor Corp ya, Went Enterprise, Marvel Stark Industry. Biar keren",Vindes kan juga ada universe-universenya sama lah kurang lebih,"Gue ketemu dia pas lagi sama-sama diundang di Inspigo Podcast ya, lu dulu abis tu gue. "
Andri,Awan Prasetyo,"Nah bro gue pengen ngobrol sama lu tentang, ya of course pekerjaan lu ya sebagai GM-nya di Vindes. Terus sebenarnya Vindes tu bisnisnya ngapain sih? ",Iya jadi memang kalau ngomongin karir gue sebenernya gue alhamdulillah dapet ke banyak pekerjaan lah. ,Yang ngajakin lu siapa? Vincent atau Destanya?,Yang ngajakin gue sebenernya Desta. Jadi karena gue di Perambur cukup lama 4 tahun,Pas lagi Desta ngajakin lu itu Desta masih jadi penyiar tuh di Prambor?
Andri,Awan Prasetyo,Belum bungkus ya?,"Belum bungkus, bungkusnya tu kan kalau ngga salah 2021. Pokoknya dia ngajak gue buat ngembangin itu yang dia juga gak tau arahnya mau kemana gitu",Jadi mereka tuh udah sempet ada beberapa rekaman episode gitu? Mereka kan sama kan konsepnya podcast juga ngobrol?,"Udah, udah ada episodenya udah ada sponsornya juga gitu. ",Gue pengen nanya sebagai lu yang pernah kerja di radio. Menurut lu radio masih relevan gak sih di tahun era digital sekarang? 
Andri,Awan Prasetyo,"Karena ini, gue juga masih dengerin radio bro",Iya..,"Tapi ini yang gue rasain, gue ngerasa sekarang ini porsi kalau gue dengerin radio lebih banyak lagunya dibandingkan penyiarnya.","Iya, jadi emang bedanya harusnya di penyiarnya","Itu menurut gue bro, harusnya menurut gue radio bisa relevan kalau mereka tuh fokus ke karakter penyiarnya "
Andri,Awan Prasetyo,"Iya, lagu kan bisa diputar dimana aja. Tapi karakter penyiarnya itu kan belum tentu bisa didapetin di mana aja. ",Gue juga termasuk yang memang tumbuh tuh di era pertama kali gue dengerin radio tuh memang di era-era yang penyiarnya asal-asalan ngomongnya.,Panjang-panjang dulu iya kan,Iya kayak contohnya Oklus Surya Maulan sama Rico Ceper lah di Mustang dulu. Wah gila 10 menit 15 menit Buki apa nelfon inilah apa namanya...,Pendengar..
Andri,Awan Prasetyo,iya dan makanya akhirnya menurut gue jadi slot itu keisi ketika podcast banyak,"Yess, bener","Obrolan itu justru yang gue cari ya, gue ngga tau kalau yang generasi di bawah gue tuh. ","Iya, karena di beberapa radio pun ketika lu ganti channel ini masih mirip-mirip lagunya ",Kalau gue sih ini ya based on gue pendengar nih
Andri,Awan Prasetyo,Gue pendengar nih yang itu gue rasa ya kenapa kok kayaknya lebih sering lagunya dibandingkan penyiarnya. Apalagi justru penyiarnya itu yang jadi karakter,Yes yang bikin beda,"Ini gila. Zaman Prambos, Prambos Rasi Sonia waduh itu jaman ini banget",Iya dulu apa namanya bahkan gue gak tau ya sekarang nih di eranya setelah pandemi gitu radio itu masih se-powrful itu gak sih bikin event gitu.,"Event banyak banget bro tiap bulan mending tiap bulan, seminggu sekali"
Awan Prasetyo,Andri,Dan kekuatan radio kan dulu ya kalau radio dimana-mana memang budget promosinya kan dikit jadi dia gimana caranya kita mutar otak buat bisa bekerja sama.,Sekarang musisi juga kalau mau promoi lagu tinggal tinggal upload di spotify lagunya dimana-mana,Iya lebih keliatan lagi,"Upload di youtube udah. Gue ada temen, gue pernah undang juga disini namanya Revo. Dia itu kena layoff di salah satu start up, dia bikin lagu dan dia dipecat.",Judulnya aku dipecat
Andri,Awan Prasetyo,"Tapi kalau suruh nyanyi nyiptain lagi lirik yaudah gitu aja dia taruh di spotify, rame bro.",Karena relate kali ya,"Iya terus lagu dia sekarang udah sempet 2 juta stream lebih temen-temenku sudah nikah tapi aku masih nonton Spongebob, judulnya kayak gitu.",Rame juga itu?,Rame bro 2 juta dan lu bayangkan itu sempet diputar di Jack FM bro lagu itu
Andri,Awan Prasetyo,Nah sekarang lanjut nih ke lu nih. Lu masuk ke Vindes yakan 2021 ya?,2021 Februari,Tapi apa sih yang lu isi dari kekosongan itu bro sampai sekarang? ,Pada saat itu tuh gue sejujurnya bingung gimana gue harus membuat plannya karena mereka tuh idealis lah ya. ,Okeee
Andri,Awan Prasetyo,Dulu tuh Running Man sempet kesini kan lawan Indonesia All Star di GBK. Di Running Man ada cewek kan si Song Jihyo ikut main bola bro. Ya come on that's entertainment kan not a serious game,"Kemarin juga jadi lumayan pembahasan tuh, wah iya nih yang gini-gini diambil lahannya ma artis juga gitu","iyaa, maksudnya atletnya siap gak buat dimasukin kayak gitu",Kadang kita mikirnya juga balikin lagi ke federasinya lah gimana lu ngeplan ininya. ,Bisa banget
Andri,Awan Prasetyo,"Berarti ini kan IP bro Vindes ini IP induknya ini Vindes yang di bawah-bawahnya, turunan-turunannya yang lu tari.","Jadi basicnya holdingnya namanya Vindes Corp kan, ada beberapa perusahaan yang pertama ada Vindes Media yang tadi kita bahas. ",Tapi gak bisa dipungkiri juga memang ke dua sosok itu...,"benar yang membawa, tesnya mereka berdua yang ngebawa kami sampai sekarang sebenarnya belajar juga gitu. ",Menyatukan antara ini ya orang profesional sama orang kreatifnya orang seni
Andri,Awan Prasetyo,Eh lu kan salah satu contoh yang menurut gue berhasil untuk mengawinkan ini,eh iyaa tapi orangnya yang tanggung jawab kadang gini kalau orang kreatif disuruh mikirin bisnis juga mereka jadi ngaco,Makanya itu kan sebenernya butuh ini ya butuh kawin ya. ,"Iya bener, ya emang pas aja gue juga sampai sekarang mas kalau ditanya kok bisa sih lu nginiin Vindes gitu? Gue juga gak tau lagi jawabannya gitu. Emamg ternyata semesta aja gitu yang nemuin",Sekarang berapa sih total teamnya?
Andri,Awan Prasetyo,Berawal dari ngobrol-ngrobrol doang ya,iya berawal dari ngobrol-ngobrol di Youtube,"Gile seruu, tapi kebanyakan timnya Apa sih? Millenial? Gen z?","Millenials, kita tuh kalau gak salah 42% millenials 28 tuh gen z. Vindes tu terlalu baik, beneran baik",Baiknya tu gimana?
Andri,Awan Prasetyo,Kemana?,Ke Jepang,Semuanya diberangkatin? Tadi 48 itu?,43,Semuanya ke Jepang?
Andri,Awan Prasetyo,Emang pada happy aja kerja disitu ya ngerjainnya juga. Mungkin juga ada kebanggaan juga kali bro,Bangga iya gue merasanya...,Vindes gitu kan Vincent Desta,Iya gue merasanya mungkin di 2022 2023 tuh tahun benerannya. Itu kalau ngeliat DM ya kan oh ada lowongan gak bang? ,Banyak yang DM gitu?
Andri,Awan Prasetyo,"Lu banyak yang minta lowongan ya? Paling ntar balesin aja kali ya, tuh coba tuh Vindes DM aja ada lowongan",Makin-makin banyak DM gue,Udah lah jangan di start up mulu,Bahaya...,"Vindes itu kan boleh dibilang baru nongol belakangan iya kan kalau compare kayak close the door  yang lain-lain tu lebih duluan, tapi ini justru lebih cepet loh untuk ke titik ini."
Mba Najwa,Artidjo Alkostar,Apa yang paling pantas bagi pelaku tindak pidana korupsi di Republik ini? ,Jadi untuk itu saya kita hukuman yang paling tepat bagi para koruptor itu adalah ya tentu untuk harus mengembalikan kekayaan negara sebanyak-banyaknya,Hukuman uang pengganti kerugian negara itu harus semaksimal mungkin?,Semaksimal mungkin ya,"Tetapi hukuman badan juga kan kerap kali Pak Artijo menambah hukuman, memperberat vonis dari pengadilan tingkt 1 dan tingkat 2"
Mba Najwa,Artidjo Alkostar,Ancaman hukumannya beda jauh?,Beda Jauh,Ketika memilih itu kan sebetulnya tipis tuh pak perbedaannya yang satu menyalahgunakan wewenang kalau saya tidak salah yang satunya...,Melawan hukum,"Melawan hukum, jadi pak artijo selalu memakai yang pasal 2 karena ancaman hukumannya lebih tinggi dan juga karena?"
Mba Najwa,Artidjo Alkostar,Minimal 100 juta?,"Iya, kalau di bawah itu baru penyalah gunaan kewenangan ",Oh oke jadi memakai patokan jumlah..,Iya parameter yang jelas lah,"Parameternya itu, jadi tidak segan-segan menambah menjadi sampai terkadang 2 kali lipat dari vonisnya"
Mba Najwa,Artidjo Alkostar,Kenapa tidak hukuman mati?,Iyaa. Tapi secara yuridis itu sangat sulit karena bunyi pasal konstruksi hipotetis dalam pasal itu dikaitkan dengan keadaan lain  ,Otomatis bisa?,"dihukum mati misalnya, jangan dikaitkan dengan faktor yang di luar juridis itu. Ini saya kira pinternya pembuat undang-undang kita itu di samping pinter....",Pinter dalam tanda kutip ya pak?
Mba Najwa,Artidjo Alkostar,Jadi sebetulnya ada beberapa kali kasus yang menurut Pak Artijo ini pantasnya hukum mati?,Betul ya,Boleh saya tanya kasus apa pak?,Saya kira maaf saya tidak bisa menjawab pertanyaan,Saya membaca bahwa Pak Artijo kalau mengajar itu kerap kali menyarankan mahasiswa untuk baca novel dan baca puisi
Mba Najwa,Artidjo Alkostar,Kenapa pak? Anak hukum harus romantis ya pak?,"Keadilan itu kan dalam hati, jadi dengan demikian dengan mempertajam rasa keadilan itu, itu salah satunya adalah dengan membaca novel dan puisi itu.",Untuk mengasah...,Iya mengasah kepekaan batin ya,Ada ini pak saran novel apa untuk mengasah kepekaan batin?
Mba Najwa,Artidjo Alkostar,oh iya saya favorit juga pak novel-novel hukum ,"Iya novel hukum ya, katanya apa John Grisham itu pengacara jadi dikualifikasi di situ",Iya iya kalau puisi apa pak? Buku pusi apa yang ahasiswa hukum baca untuk mengasah?,"Iya saya kira banyak ya, Kahlil Gibran",Oh favorit bapak Kahlil Gibran
Mba Najwa,Artidjo Alkostar,Jadi itu untuk mengasah berani mengasah kepekaan...,kepekaan batin ya,"kepekaan batin, jadi jangan cuma baca buku undang-undang ya baca novel dan puisi ya pak ya.",Iya betul,Itu tips dari Pak Artijo 
Mba Najwa,Artidjo Alkostar,Pak Artijo saya alumni fakultas hukum saat lulus kemarin saya bekerja di salah satu law firm di Jakarta namun mengundurkan diri karena banyak praktek suap dan mafia peradilan. Mengapa jadi orang bener begitu sulit dan malah terbuang? ,"Ya saya kira itu kita harus tetap menjaga hati kita ya. Itu intinya jadi menjaga hati kita, kita tetap bersih saya kira itu pilihannya entah tetap atau di dalam.","Jadi walaupun lingkungan sekeliling, walaupun orang-orang yang bekerja bersama kita walaupun godaan banyak yang penting kitanya ya pak?","Iya, diri kita sendiri, hati kita tetap menjaga hati ",Itu pekerjaan paling sulit pak?
Abraham Samad,Bivitri Susanti,Hari ini saya menghadirkan tamu yang luar biasa. Ini sahabat kita semua nih. Mbak Bivitri Susanti. Assalamualaikum. ,Waalaikumsalam.,Mbak Bivit. Sehat Mbak Bivit?,Alhamdulillah.,Netizen. Mbak Bivit ini ahli hukum tata negara dari Sekolah Tinggi Ilmu Jentera...
Abraham Samad,Bivitri Susanti,Ini kita belum satu masalah selesai. Padahal kemarin kita sudah pusing dengan praktek nepotisme yang begitu vulgar. ,"Aduh, ngga tau malu ya heran","Iya, itu dipertontonkan loh dan dianggap hal normal. Jadi ini ada proses normalisasi menurut saya","Betul, itu dia masalah","Sepertinya kalau saya lihat ya ini pemerintah bilang eh kalian rakyat itu menghemat ya, yuk harus menghemat, tapi dia sendiri ngga menghemat. "
Abraham Samad,Bivitri Susanti,"Kita tetap bisa rapat di hotel mewah ya dan yang dibicarakan hal yang sangat fundamental, krusial karena nasib demokrasi kita ke depan. Apa nih komentar Mbak Bivit terhadap peristiwa geruduk kemarin?","Waduh, komentarnya bisa tiga hari tiga malam nih karena kesal","Oke, kesal.",Itu kan argumen yang sebenarnya logical policy ya. Kita lagi mengkritik sebuah cara rapat yang diluar nalar seperti itu. Jadi lagi-lagi normalisasi ya,Normalisasi....
Abraham Samad,Bivitri Susanti,Kenapa harus ngumpet?,"Kenapa harus ngumpet? Ketika ada hal-hal yang mau dinegosiasikan di balik pintu tertutup dari publik, maka mereka akan membawa rapat itu keluar.","Jadi, modusnya ini sering ya?","Modusnya memang begitu karena kan ya hotel mewah apa sih kalau buat mereka, mereka juga udah biasa kok kemana-mana",Tapi kasihan yang banyak rakyat ngga bisa makan.
Bivitri Susanti,Abraham Samad,"Yang menyinggung kita kan kemudian itu, jadi dua hal kan yang pertama soal disembunyikannya rapat itu. Tapi yang kedua merusak apa ya...",Sensivitas kemanusiaan kita,"Betul, rasa kemanusiaan kita kan terkoyak-koyak gitu",Terusik mbak ya,"Kita harus sampai ada yang dipecat segala macam gara-gara efisiensi dan situasi ekonomi begini, terus tiba-tiba ada yang rapat mewah-mewah seperti itu dan kita semua kan kasakusuk lewat wa tuh ada draft ngga?"
Abraham Samad,Bivitri Susanti,Katanya hoax ya?,"Katanya hoax, ya gimana kita mau kita nggak dikasih draft baru. Nah yang saya khawatirkan ya ini tadi dinormalkan terus seperti ini. Hari ini tanggal 18 maret koalisi...",Masyarakat Sipil,koalisi Masyarakat Sipil diundang ke DPR untuk tanggal 18 Maret. Suratnya keluar 18 Maret,"Jadi diundang datang tanggal 18, undangannya datang tanggal 18?"
Abraham Samad,Bivitri Susanti,Ini berari akal-akalan Mbak Bivit ya?,Nah ini yang namanya partisipasi yang sifatnya manipulatif menurut saya. ,Jadi dari segi fromalistik ini udah melanggar ya?,Melanggar,Belum lagi kita bisaca substansi
Abraham Samad,Bivitri Susanti,Apakah menurut Mabk Bivit melihat bahwa substansi RUU TNI ini sama buruknya dengan substansi yang ada di RUU Polri?,"Nah itu dia, jadi kita kan dibenturkan terus nih",Dibenturkan ya?,Maksudnya masyarakat sipil ini kalian kok melainnya sebelah sana bukan sebelah sini atau sebaliknya. Maka kita bikin democratic governance,Oke kalaupun dia pegang senjata dia harus diawasi dengan ketat ya?
Abraham Samad,Bivitri Susanti,"Oke, harus pensiun","Harus pensiun dong. Gak boleh ada orang yang tadi ya, punya legitimasi melakukan kekerasan, loyal kepada komandan, bukan kepada rakyat",Jadi itu intinya sebenarnya?,"Prinsipnya itu, bukannya kita milih yang hijau daripada yang cokelat. Gak juga sih",Okeee
Abraham Samad,Bivitri Susanti,"Apa yang paling krusial yang mengancam nik kebebasan sipil, baik di RUU Polisi maupun RUU TNI yang kita sangat khawatirkan bisa berdampak pada proses demokratisasi?",Kalau pengawasan kurang,Oke..,Jadi kalau di kepolisian mislanya makanya masyarakat sipil kan mendorongnya KUHAP dulu yang dibahas dong. Jangan Undang-Undang Kepolisiannya dulu,Jadi harus KUHAPnya dulu diselesaikan?
Abraham Samad,Bivitri Susanti,Baru RUU Polrinya?,Jadi nanti dari KUHAP kan jadi lebih rapi. ,Supaya tidak terjadi abuse ya kira-kira begitu?,Supaya tidak terjadi abuse. Karena kita kan kalau mereka punya wewenang kekerasan dan penggunaan senjata yang berbahaya kan tadi bahaya bagi masyarakat sipil apa?,Oke..
Bivitri Susanti,Abraham Samad,"Tapi kalau dalam militer dan polisi, pastikan ngga mungkin bawahan itu komandan saya tidak setuju bang ngga mungkin",Ngga ada ya,"Pasti harus siap, siap gitu kan",Siap dan,"Siap dan, siap salah gitu kan. Bahkan bersalah aja harus siap. Jadi yang mana untuk tentara dan untuk polisi nggak apa-aoa karena begitulah mereka harus bertindak ya kan"
Abraham Samad,Bivitri Susanti,"Mungkin Mbak Bivit kebih menganalisa. Apakah ini seolah-olah ingin mengembalikan keadaan seperti di masa lalu, yaitu dwi fungsi ABRI yang kita pernah kenal?",Iya saya baca yang lagi diributkan kan pasal 47,Okee..,"Yang tadinya ada 10 jabatan, sempat mau dibikin 16, terus katanya disetujui 15. Tapi kan kita tahu itu betul ya. Cuma kan begini saya ingin mengajak apakah dari 10 jadi 15 atau jadi 12 atau 13 bukan di situ.",Bukan itu masalahanya ya?
Abraham Samad,Bivitri Susanti,Kita di-share aja sama temen,"Nah kan, saya juga sebenarnya. Karena saya cek, sampai tadi malam paling tidak, di dpr.go.id ngga ada",Jadi tidak di-publish ya?,Memang nggak di-publish,Itu kan sudah melanggar sebenarnya prinsip-prinsip
